name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Aladdin,G,Animation,1992,"November 25, 1992 (United States)",8.0,382000.0,Ron Clements,Ron Clements,Scott Weinger,United States,28000000.0,504050219.0,Walt Disney Pictures,90.0
Cool World,PG-13,Animation,1992,"July 10, 1992 (United States)",4.9,22000.0,Ralph Bakshi,Michael Grais,Gabriel Byrne,United States,30000000.0,14110589.0,Bakshi Animation,102.0
FernGully: The Last Rainforest,G,Animation,1992,"April 10, 1992 (United States)",6.5,28000.0,Bill Kroyer,Jim Cox,Samantha Mathis,Australia,24000000.0,32710894.0,FAI Films,76.0
Tom and Jerry: The Movie,G,Animation,1992,"July 30, 1993 (United States)",5.4,10000.0,Phil Roman,Dennis Marks,Richard Kind,United States,8000000.0,3560469.0,Turner Pictures (I),84.0
BÃ©bÃ©'s Kids,PG-13,Animation,1992,"July 31, 1992 (United States)",5.8,4900.0,Bruce W. Smith,Robin Harris,Faizon Love,United States,,8442162.0,Hyperion Pictures,72.0
The Nightmare Before Christmas,PG,Animation,1993,"October 29, 1993 (United States)",8.0,306000.0,Henry Selick,Tim Burton,Danny Elfman,United States,18000000.0,91491247.0,Touchstone Pictures,76.0
Batman: Mask of the Phantasm,PG,Animation,1993,"December 25, 1993 (United States)",7.8,45000.0,Directors,Alan Burnett,Kevin Conroy,United States,6000000.0,5635204.0,Warner Bros. Animation,76.0
We're Back! A Dinosaur's Story,G,Animation,1993,"November 24, 1993 (United States)",6.1,14000.0,Directors,John Patrick Shanley,John Goodman,United States,,9317021.0,Universal Pictures,72.0
Once Upon a Forest,G,Animation,1993,"June 18, 1993 (United States)",6.5,5200.0,Charles Grosvenor,Rae Lambert,Michael Crawford,United Kingdom,13000000.0,6582052.0,Hanna-Barbera Productions,71.0
The Thief and the Cobbler,G,Animation,1993,"August 25, 1995 (United States)",7.1,3700.0,Richard Williams,Richard Williams,Vincent Price,United Kingdom,25000000.0,669276.0,Richard Williams Productions,90.0
The Lion King,G,Animation,1994,"June 24, 1994 (United States)",8.5,970000.0,Roger Allers,Irene Mecchi,Matthew Broderick,United States,45000000.0,1083720877.0,Walt Disney Pictures,88.0
The Pagemaster,G,Animation,1994,"November 23, 1994 (United States)",6.1,22000.0,Pixote Hunt,David Kirschner,Macaulay Culkin,United States,27000000.0,13670688.0,Twentieth Century Fox,80.0
Thumbelina,G,Animation,1994,"March 30, 1994 (United States)",6.4,16000.0,Don Bluth,Hans Christian Andersen,Jodi Benson,Ireland,28000000.0,11373501.0,Don Bluth,86.0
The Swan Princess,G,Animation,1994,"November 18, 1994 (United States)",6.5,23000.0,Richard Rich,Richard Rich,Jack Palance,United States,45000000.0,9771658.0,Nest Family Entertainment,90.0
A Troll in Central Park,G,Animation,1994,"October 7, 1994 (United States)",5.4,6300.0,Don Bluth,Stu Krieger,Dom DeLuise,Ireland,,71368.0,Don Bluth,76.0
Toy Story,G,Animation,1995,"November 22, 1995 (United States)",8.3,913000.0,John Lasseter,John Lasseter,Tom Hanks,United States,30000000.0,394436586.0,Walt Disney Pictures,81.0
Pocahontas,G,Animation,1995,"June 23, 1995 (United States)",6.7,175000.0,Mike Gabriel,Carl Binder,Mel Gibson,United States,55000000.0,346079773.0,Walt Disney Pictures,81.0
A Goofy Movie,G,Animation,1995,"April 7, 1995 (United States)",6.9,48000.0,Kevin Lima,Jymn Magon,Bill Farmer,United States,18000000.0,35348597.0,Walt Disney Pictures,78.0
Ghost in the Shell,TV-MA,Animation,1995,"March 29, 1996 (United States)",8.0,133000.0,Mamoru Oshii,Shirow Masamune,Atsuko Tanaka,Japan,,516540.0,KÃ´dansha,83.0
Balto,G,Animation,1995,"December 22, 1995 (United States)",7.1,41000.0,Simon Wells,Cliff Ruby,Kevin Bacon,United States,,11349090.0,Amblimation,78.0
The Pebble and the Penguin,G,Animation,1995,"April 12, 1995 (United States)",5.6,4700.0,Don Bluth,Rachel Koretsky,Martin Short,Ireland,28000000.0,3983912.0,Metro-Goldwyn-Mayer (MGM),74.0
Space Jam,PG,Animation,1996,"November 15, 1996 (United States)",6.5,175000.0,Joe Pytka,Leo Benvenuti,Michael Jordan,United States,80000000.0,230418342.0,Warner Bros. Family Entertainment,88.0
The Hunchback of Notre Dame,G,Animation,1996,"June 21, 1996 (United States)",7.0,146000.0,Gary Trousdale,Tab Murphy,Demi Moore,United States,100000000.0,325338851.0,Walt Disney Animation Studios,91.0
James and the Giant Peach,PG,Animation,1996,"April 12, 1996 (United States)",6.7,62000.0,Henry Selick,Roald Dahl,Paul Terry,United Kingdom,38000000.0,28946127.0,Walt Disney Pictures,79.0
Beavis and Butt-Head Do America,PG-13,Animation,1996,"December 20, 1996 (United States)",6.8,53000.0,Directors,Mike Judge,Mike Judge,United States,12000000.0,63118386.0,Paramount Pictures,81.0
All Dogs Go to Heaven 2,G,Animation,1996,"March 29, 1996 (United States)",5.5,5700.0,Larry Leker,Arne Olsen,Charlie Sheen,United States,,8620678.0,MGM Family Entertainment,82.0
Hercules,G,Animation,1997,"June 27, 1997 (United States)",7.3,212000.0,Ron Clements,Ron Clements,Tate Donovan,United States,85000000.0,252712101.0,Walt Disney Pictures,93.0
Princess Mononoke,PG-13,Animation,1997,"December 19, 1997 (United States)",8.4,357000.0,Hayao Miyazaki,Hayao Miyazaki,YÃ´ji Matsuda,Japan,,169785704.0,DENTSU Music And Entertainment,134.0
Anastasia,G,Animation,1997,"November 21, 1997 (United States)",7.2,115000.0,Don Bluth,Susan Gauthier,Meg Ryan,United States,50000000.0,139804348.0,Twentieth Century Fox,94.0
Perfect Blue,,Animation,1997,"February 28, 1998 (Japan)",8.0,63000.0,Satoshi Kon,Sadayuki Murai,Junko Iwao,Japan,,563130.0,Rex Entertainment,81.0
Cats Don't Dance,G,Animation,1997,"March 26, 1997 (United States)",6.9,7200.0,Mark Dindal,Mark Dindal,Scott Bakula,United States,32000000.0,3566637.0,David Kirschner Productions,75.0
A Bug's Life,G,Animation,1998,"November 25, 1998 (United States)",7.2,273000.0,John Lasseter,John Lasseter,Kevin Spacey,United States,120000000.0,363258859.0,Pixar Animation Studios,95.0
Mulan,G,Animation,1998,"June 19, 1998 (United States)",7.6,265000.0,Tony Bancroft,Robert D. San Souci,Ming-Na Wen,United States,90000000.0,304320254.0,Walt Disney Animation Studios,88.0
The Prince of Egypt,PG,Animation,1998,"December 18, 1998 (United States)",7.1,122000.0,Brenda Chapman,Philip LaZebnik,Val Kilmer,United States,70000000.0,218613188.0,DreamWorks Animation,99.0
Antz,PG,Animation,1998,"October 2, 1998 (United States)",6.5,149000.0,Eric Darnell,Todd Alcott,Woody Allen,United States,105000000.0,171757863.0,Dreamworks Pictures,83.0
PokÃ©mon: The First Movie - Mewtwo Strikes Back,G,Animation,1998,"November 10, 1999 (United States)",6.3,41000.0,Kunihiko Yuyama,Satoshi Tajiri,Veronica Taylor,Japan,30000000.0,163644662.0,Oriental Light and Magic (OLM),96.0
Quest for Camelot,G,Animation,1998,"May 15, 1998 (United States)",6.3,16000.0,Frederik Du Chau,Vera Chapman,Jessalyn Gilsig,United States,40000000.0,22510798.0,Warner Bros.,86.0
The Rugrats Movie,G,Animation,1998,"November 20, 1998 (United States)",5.9,18000.0,Igor Kovalyov,David N. Weiss,Elizabeth Daily,United States,24000000.0,140894675.0,Paramount Pictures,79.0
Spriggan,R,Animation,1998,"September 5, 1998 (Japan)",6.6,3600.0,Hirotsugu Kawasaki,Yasutaka ItÃ´,ShÃ´tarÃ´ Morikubo,Japan,,25824.0,Bandai Visual Company,90.0
Toy Story 2,G,Animation,1999,"November 24, 1999 (United States)",7.9,540000.0,John Lasseter,John Lasseter,Tom Hanks,United States,90000000.0,497375381.0,Pixar Animation Studios,92.0
Tarzan,G,Animation,1999,"June 18, 1999 (United States)",7.3,210000.0,Chris Buck,Tab Murphy,Tony Goldwyn,United States,130000000.0,448191819.0,Walt Disney Pictures,88.0
The Iron Giant,PG,Animation,1999,"August 6, 1999 (United States)",8.0,177000.0,Brad Bird,Tim McCanlies,Eli Marienthal,United States,70000000.0,23180087.0,Warner Bros.,86.0
"South Park: Bigger, Longer & Uncut",R,Animation,1999,"June 30, 1999 (United States)",7.7,195000.0,Trey Parker,Trey Parker,Trey Parker,United States,21000000.0,83137603.0,Scott Rudin Productions,81.0
Fantasia 2000,G,Animation,1999,"June 16, 2000 (United States)",7.2,36000.0,Directors,Eric Goldberg,James Levine,United States,80000000.0,90874570.0,Walt Disney Pictures,75.0
PokÃ©mon the Movie 2000,G,Animation,1999,"July 21, 2000 (United States)",6.1,21000.0,Michael Haigney,Satoshi Tajiri,Veronica Taylor,Japan,30000000.0,133949270.0,4 Kids Entertainment,99.0
Jin-Roh: The Wolf Brigade,R,Animation,1999,"November 17, 1999 (France)",7.4,16000.0,Hiroyuki Okiura,Mamoru Oshii,Michael Dobson,Japan,,94591.0,Bandai Visual Company,102.0
The King and I,G,Animation,1999,"March 19, 1999 (United States)",4.5,3700.0,Richard Rich,Oscar Hammerstein II,Miranda Richardson,United States,25000000.0,11993021.0,Morgan Creek Entertainment,87.0
Chicken Run,G,Animation,2000,"June 23, 2000 (United States)",7.0,181000.0,Peter Lord,Peter Lord,Mel Gibson,United States,45000000.0,224834564.0,Aardman Animations,84.0
The Emperor's New Groove,G,Animation,2000,"December 15, 2000 (United States)",7.4,187000.0,Mark Dindal,Chris Williams,David Spade,United States,100000000.0,169661687.0,Walt Disney Animation Studios,78.0
The Road to El Dorado,PG,Animation,2000,"March 31, 2000 (United States)",6.9,88000.0,Bibo Bergeron,Terry Rossio,Kevin Kline,United States,95000000.0,76432727.0,DreamWorks Animation,89.0
Dinosaur,PG,Animation,2000,"May 19, 2000 (United States)",6.5,56000.0,Eric Leighton,Thom Enriquez,D.B. Sweeney,United States,127500000.0,349822765.0,Walt Disney Pictures,82.0
Titan A.E.,PG,Animation,2000,"June 16, 2000 (United States)",6.6,59000.0,Don Bluth,Hans Bauer,Matt Damon,United States,75000000.0,36754634.0,David Kirschner Productions,94.0
The Adventures of Rocky & Bullwinkle,PG,Animation,2000,"June 30, 2000 (United States)",4.2,20000.0,Des McAnuff,Jay Ward,Robert De Niro,United States,76000000.0,35134820.0,Capella International,92.0
Vampire Hunter D: Bloodlust,R,Animation,2000,"September 28, 2001 (United States)",7.7,30000.0,Jack Fletcher,Hideyuki Kikuchi,Andrew Philpot,Japan,,151086.0,Madhouse,103.0
Rugrats in Paris,G,Animation,2000,"November 17, 2000 (United States)",6.2,12000.0,Stig Bergqvist,J. David Stem,Christine Cavanaugh,Germany,30000000.0,103291131.0,Paramount Pictures,78.0
The Tigger Movie,G,Animation,2000,"February 11, 2000 (United States)",6.4,18000.0,Jun Falkenstein,Eddie Guzelian,Jim Cummings,United States,30000000.0,96159800.0,Disney Television Animation,77.0
Digimon: The Movie,PG,Animation,2000,"October 6, 2000 (United States)",6.1,7000.0,Directors,Akiyoshi Hongo,Lara Jill Miller,United States,5000000.0,16643191.0,Saban Entertainment,82.0
"Monsters, Inc.",G,Animation,2001,"November 2, 2001 (United States)",8.1,838000.0,Pete Docter,Pete Docter,Billy Crystal,United States,115000000.0,579707738.0,Pixar Animation Studios,92.0
Spirited Away,PG,Animation,2001,"March 28, 2003 (United States)",8.6,679000.0,Hayao Miyazaki,Hayao Miyazaki,Daveigh Chase,Japan,19000000.0,355475245.0,Tokuma Shoten,125.0
Shrek,PG,Animation,2001,"May 18, 2001 (United States)",7.9,630000.0,Andrew Adamson,William Steig,Mike Myers,United States,60000000.0,487853320.0,DreamWorks Animation,90.0
Atlantis: The Lost Empire,PG,Animation,2001,"June 15, 2001 (United States)",6.9,109000.0,Gary Trousdale,Tab Murphy,Michael J. Fox,United States,120000000.0,186053725.0,Walt Disney Animation Studios,95.0
Osmosis Jones,PG,Animation,2001,"August 10, 2001 (United States)",6.3,33000.0,Bobby Farrelly,Marc Hyman,Laurence Fishburne,United States,70000000.0,14026418.0,Warner Bros.,95.0
Monkeybone,PG-13,Animation,2001,"February 23, 2001 (United States)",4.8,17000.0,Henry Selick,Kaja Blackley,Brendan Fraser,United States,75000000.0,7622365.0,Twentieth Century Fox,93.0
Waking Life,R,Animation,2001,"March 7, 2002 (Australia)",7.8,62000.0,Richard Linklater,Richard Linklater,Ethan Hawke,United States,,3176880.0,Fox Searchlight Pictures,99.0
Jimmy Neutron: Boy Genius,G,Animation,2001,"December 21, 2001 (United States)",6.0,32000.0,John A. Davis,John A. Davis,Debi Derryberry,United States,30000000.0,102992536.0,Paramount Pictures,82.0
Cowboy Bebop: The Movie,,Animation,2001,"May 16, 2003 (United States)",7.9,44000.0,Directors,Keiko Nobumoto,Beau Billingslea,Japan,,3007903.0,Bandai Visual Company,115.0
Final Fantasy: The Spirits Within,PG-13,Animation,2001,"July 11, 2001 (United States)",6.4,81000.0,Hironobu Sakaguchi,Hironobu Sakaguchi,Alec Baldwin,United States,137000000.0,85131830.0,Chris Lee Productions,106.0
Millennium Actress,PG,Animation,2001,"September 14, 2002 (Japan)",7.9,25000.0,Satoshi Kon,Satoshi Kon,Miyoko ShÃ´ji,Japan,,262891.0,Bandai Visual Company,87.0
Metropolis,PG-13,Animation,2001,"January 25, 2002 (United States)",7.2,21000.0,Rintaro,Osamu Tezuka,Toshio Furukawa,Japan,15000000.0,4035192.0,Bandai Visual Company,108.0
Recess: School's Out,G,Animation,2001,"February 16, 2001 (United States)",6.6,9800.0,Chuck Sheetz,Paul Germain,Andrew Lawrence,United States,23000000.0,44460850.0,Disney Television Animation,82.0
Ice Age,PG,Animation,2002,"March 15, 2002 (United States)",7.5,452000.0,Chris Wedge,Michael J. Wilson,Denis Leary,United States,59000000.0,383257136.0,Twentieth Century Fox,81.0
Lilo & Stitch,PG,Animation,2002,"June 21, 2002 (United States)",7.3,174000.0,Dean DeBlois,Chris Sanders,Daveigh Chase,United States,80000000.0,273144151.0,Walt Disney Pictures,92.0
Treasure Planet,PG,Animation,2002,"November 27, 2002 (United States)",7.2,107000.0,Ron Clements,Robert Louis Stevenson,Joseph Gordon-Levitt,United States,140000000.0,110041363.0,Walt Disney Animation Studios,95.0
Spirit: Stallion of the Cimarron,G,Animation,2002,"May 24, 2002 (United States)",7.2,69000.0,Kelly Asbury,John Fusco,Matt Damon,United States,80000000.0,122563539.0,DreamWorks Animation,83.0
Stuart Little 2,PG,Animation,2002,"July 19, 2002 (United States)",5.5,51000.0,Rob Minkoff,E.B. White,Michael J. Fox,United States,120000000.0,169956806.0,Columbia Pictures,77.0
Peter Pan 2: Return to Never Land,G,Animation,2002,"February 15, 2002 (United States)",5.8,19000.0,Robin Budd,Temple Mathews,Blayne Weaver,United States,20000000.0,115121981.0,Disney Television Animation,72.0
The Wild Thornberrys,PG,Animation,2002,"December 20, 2002 (United States)",5.6,14000.0,Cathy Malkasian,Arlene Klasky,Tim Curry,United States,25000000.0,60694737.0,Paramount Pictures,85.0
Eight Crazy Nights,PG-13,Animation,2002,"November 27, 2002 (United States)",5.3,22000.0,Seth Kearsley,Brooks Arthur,Adam Sandler,United States,34000000.0,23833131.0,Happy Madison Productions,76.0
Looney Tunes: Back in Action,PG,Animation,2003,"November 14, 2003 (United States)",5.7,35000.0,Joe Dante,Larry Doyle,Brendan Fraser,Germany,80000000.0,68514844.0,Warner Bros.,91.0
Finding Nemo,G,Animation,2003,"May 30, 2003 (United States)",8.1,972000.0,Andrew Stanton,Andrew Stanton,Albert Brooks,United States,94000000.0,940352645.0,Pixar Animation Studios,100.0
Brother Bear,G,Animation,2003,"November 1, 2003 (United States)",6.8,101000.0,Aaron Blaise,Tab Murphy,Joaquin Phoenix,United States,128000000.0,250397798.0,Walt Disney Animation Studios,85.0
Sinbad: Legend of the Seven Seas,PG,Animation,2003,"July 2, 2003 (United States)",6.7,51000.0,Patrick Gilmore,John Logan,Brad Pitt,United States,60000000.0,80773077.0,Dreamworks Pictures,86.0
The Triplets of Belleville,PG-13,Animation,2003,"February 13, 2004 (United States)",7.8,51000.0,Sylvain Chomet,Sylvain Chomet,MichÃ¨le Caucheteux,France,9500000.0,14776760.0,Les Armateurs,80.0
Tokyo Godfathers,PG-13,Animation,2003,"November 8, 2003 (Japan)",7.8,33000.0,Satoshi Kon,Satoshi Kon,TÃ´ru Emori,Japan,,453133.0,Madhouse,92.0
The Jungle Book 2,G,Animation,2003,"February 14, 2003 (United States)",5.4,15000.0,Steve Trenbirth,Karl Geurs,John Goodman,United States,20000000.0,186303759.0,Disney Television Animation,72.0
Rugrats Go Wild,PG,Animation,2003,"June 13, 2003 (United States)",5.6,7900.0,John Eng,Kate Boutilier,Jodi Carlisle,United States,25000000.0,55250496.0,Klasky-Csupo,80.0
The Incredibles,PG,Animation,2004,"November 5, 2004 (United States)",8.0,673000.0,Brad Bird,Brad Bird,Craig T. Nelson,United States,92000000.0,631607053.0,Pixar Animation Studios,115.0
Howl's Moving Castle,PG,Animation,2004,"June 17, 2005 (United States)",8.2,350000.0,Hayao Miyazaki,Hayao Miyazaki,Chieko BaishÃ´,Japan,24000000.0,236214446.0,Buena Vista Home Entertainment,119.0
Shrek 2,PG,Animation,2004,"May 19, 2004 (United States)",7.2,431000.0,Andrew Adamson,William Steig,Mike Myers,United States,150000000.0,928760770.0,Dreamworks Pictures,93.0
Shark Tale,PG,Animation,2004,"October 1, 2004 (United States)",6.0,171000.0,Bibo Bergeron,Michael J. Wilson,Will Smith,United States,75000000.0,374583879.0,DreamWorks Animation,90.0
The SpongeBob SquarePants Movie,PG,Animation,2004,"November 19, 2004 (United States)",7.1,82000.0,Stephen Hillenburg,Derek Drymon,Tom Kenny,United States,30000000.0,141067127.0,Paramount Pictures,87.0
The Polar Express,G,Animation,2004,"November 10, 2004 (United States)",6.6,185000.0,Robert Zemeckis,Chris Van Allsburg,Tom Hanks,United States,165000000.0,314215454.0,Castle Rock Entertainment,100.0
Garfield,PG,Animation,2004,"June 11, 2004 (United States)",5.0,81000.0,Peter Hewitt,Jim Davis,Breckin Meyer,United States,50000000.0,203172417.0,Twentieth Century Fox,80.0
Home on the Range,PG,Animation,2004,"April 2, 2004 (United States)",5.4,21000.0,Will Finn,Will Finn,Judi Dench,United States,110000000.0,145358062.0,Walt Disney Pictures,76.0
Mind Game,TV-MA,Animation,2004,"June 26, 2005 (United States)",7.8,8700.0,Masaaki Yuasa,Robin Nishi,KÃ´ji Imada,Japan,,36613.0,Studio 4Â°C,103.0
Ghost in the Shell 2: Innocence,PG-13,Animation,2004,"September 24, 2004 (United States)",7.5,37000.0,Mamoru Oshii,Shirow Masamune,Akio Ãtsuka,Japan,,9789651.0,Bandai Visual Company,100.0
Clifford's Really Big Movie,G,Animation,2004,"April 23, 2004 (United States)",5.4,822.0,Robert C. Ramirez,Rhett Reese,John Ritter,United States,70000.0,3255426.0,Big Red Dog Productions,74.0
